case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
FF-CUSTOMER-000005,Rework Completed,2023-01-10T15:40:00Z,finance_posting,FF-R-00000635,USR-121,"[""FF-CUSTOMER-000005"",""FF-BOMREVISION-000005""]"
FF-CUSTOMER-000014,Rework Ordered,2023-01-11T12:48:00Z,fulfilment_record,FF-R-00000713,USR-019,"[""FF-CUSTOMER-000014"",""FF-ENGINEERINGCHANGE-000014"",""FF-PURCHASEORDER-000014""]"
FF-CUSTOMER-000015,Final Inspection Failed,2023-01-12T09:52:00Z,engineering_execution,FF-R-00000789,USR-039,"[""FF-CUSTOMER-000015"",""FF-OPERATION-000015"",""FF-GOODSRECEIPT-000015""]"
FF-CUSTOMER-000025,Final Inspection Passed,2023-01-13T09:08:00Z,commercial_document,FF-R-00000868,USR-081,"[""FF-CUSTOMER-000025"",""FF-WORKORDER-000025""]"
FF-CUSTOMER-000028,Rework Completed,2023-01-13T12:10:00Z,finance_posting,FF-R-00000879,USR-004,"[""FF-CUSTOMER-000028"",""FF-BOMREVISION-000028""]"
FF-CUSTOMER-000033,Rework Ordered,2023-01-13T21:14:00Z,fulfilment_record,FF-R-00000916,USR-088,"[""FF-CUSTOMER-000033"",""FF-ENGINEERINGCHANGE-000033""]"
FF-CUSTOMER-000005,Final Inspection Failed,2023-01-13T22:00:00Z,engineering_execution,FF-R-00000927,USR-123,"[""FF-CUSTOMER-000005"",""FF-OPERATION-000005"",""FF-GOODSRECEIPT-000005""]"
FF-CUSTOMER-000005,Rework Ordered,2023-01-13T22:37:00Z,fulfilment_record,FF-R-00000928,USR-120,"[""FF-CUSTOMER-000005"",""FF-ENGINEERINGCHANGE-000005""]"
FF-CUSTOMER-000005,Rework Completed,2023-01-13T23:14:00Z,finance_posting,FF-R-00000929,USR-121,"[""FF-CUSTOMER-000005"",""FF-BOMREVISION-000005"",""FF-PURCHASEORDERLINE-000005""]"
FF-CUSTOMER-000005,Final Inspection Passed,2023-01-13T23:51:00Z,commercial_document,FF-R-00000930,USR-122,"[""FF-CUSTOMER-000005"",""FF-WORKORDER-000005""]"
