case_id,activity,timestamp,source_table,source_record_id,actor,object_refs,primary_case_id
PF-INSPECTION-000001,Inspection Requested,2023-02-07T13:40:00Z,wf_form_submission,WF-0000001975,PF-INSPECTOR-002,"[""PF-PERMITAPPLICATION-000001"",""PF-INSPECTION-000001"",""PF-PERMIT-000001"",""PF-CONTRACTOR-000001""]",PF-PERMITAPPLICATION-000001
PF-INSPECTION-000001,Inspection Scheduled,2023-02-08T08:30:00Z,wf_external_task,WF-0000002099,PF-INSPECTOR-005,"[""PF-PERMITAPPLICATION-000001"",""PF-INSPECTION-000001"",""PF-PERMIT-000001"",""PF-CONTRACTOR-000001""]",PF-PERMITAPPLICATION-000001
PF-INSPECTION-000001,Inspection Performed,2023-02-09T08:31:00Z,wf_activity_history,WF-0000002264,PF-INSPECTOR-008,"[""PF-PERMITAPPLICATION-000001"",""PF-INSPECTION-000001"",""PF-PERMIT-000001"",""PF-CONTRACTOR-000001""]",PF-PERMITAPPLICATION-000001
PF-INSPECTION-000001,Inspection Passed,2023-02-10T08:32:00Z,wf_task_history,WF-0000002434,PF-INSPECTOR-011,"[""PF-PERMITAPPLICATION-000001"",""PF-INSPECTION-000001"",""PF-PERMIT-000001"",""PF-CONTRACTOR-000001""]",PF-PERMITAPPLICATION-000001
PF-INSPECTION-000002,Inspection Requested,2023-02-10T08:16:00Z,wf_form_submission,WF-0000002418,PF-INSPECTOR-009,"[""PF-PERMITAPPLICATION-000002"",""PF-INSPECTION-000002"",""PF-PERMIT-000002"",""PF-CONTRACTOR-000002""]",PF-PERMITAPPLICATION-000002
PF-INSPECTION-000002,Inspection Scheduled,2023-02-13T08:31:00Z,wf_external_task,WF-0000002666,PF-INSPECTOR-012,"[""PF-PERMITAPPLICATION-000002"",""PF-INSPECTION-000002"",""PF-PERMIT-000002"",""PF-CONTRACTOR-000002""]",PF-PERMITAPPLICATION-000002
PF-INSPECTION-000002,Inspection Performed,2023-02-14T08:32:00Z,wf_activity_history,WF-0000002840,PF-INSPECTOR-015,"[""PF-PERMITAPPLICATION-000002"",""PF-INSPECTION-000002"",""PF-PERMIT-000002"",""PF-CONTRACTOR-000002""]",PF-PERMITAPPLICATION-000002
PF-INSPECTION-000002,Inspection Passed,2023-02-15T08:33:00Z,wf_task_history,WF-0000003060,PF-INSPECTOR-003,"[""PF-PERMITAPPLICATION-000002"",""PF-INSPECTION-000002"",""PF-PERMIT-000002"",""PF-CONTRACTOR-000002""]",PF-PERMITAPPLICATION-000002
PF-INSPECTION-000003,Inspection Requested,2023-02-08T08:31:00Z,wf_form_submission,WF-0000002102,PF-INSPECTOR-001,"[""PF-PERMITAPPLICATION-000003"",""PF-INSPECTION-000003"",""PF-PERMIT-000003"",""PF-CONTRACTOR-000003""]",PF-PERMITAPPLICATION-000003
PF-INSPECTION-000003,Inspection Scheduled,2023-02-09T08:32:00Z,wf_external_task,WF-0000002266,PF-INSPECTOR-004,"[""PF-PERMITAPPLICATION-000003"",""PF-INSPECTION-000003"",""PF-PERMIT-000003"",""PF-CONTRACTOR-000003""]",PF-PERMITAPPLICATION-000003
PF-INSPECTION-000003,Inspection Performed,2023-02-10T08:33:00Z,wf_activity_history,WF-0000002435,PF-INSPECTOR-007,"[""PF-PERMITAPPLICATION-000003"",""PF-INSPECTION-000003"",""PF-PERMIT-000003"",""PF-CONTRACTOR-000003""]",PF-PERMITAPPLICATION-000003
PF-INSPECTION-000003,Inspection Passed,2023-02-13T08:34:00Z,wf_task_history,WF-0000002686,PF-INSPECTOR-010,"[""PF-PERMITAPPLICATION-000003"",""PF-INSPECTION-000003"",""PF-PERMIT-000003"",""PF-CONTRACTOR-000003""]",PF-PERMITAPPLICATION-000003
PF-INSPECTION-000004,Inspection Requested,2023-02-06T08:32:00Z,wf_form_submission,WF-0000001808,PF-INSPECTOR-008,"[""PF-PERMITAPPLICATION-000004"",""PF-INSPECTION-000004"",""PF-PERMIT-000004"",""PF-CONTRACTOR-000004""]",PF-PERMITAPPLICATION-000004
PF-INSPECTION-000004,Inspection Scheduled,2023-02-07T08:33:00Z,wf_external_task,WF-0000001944,PF-INSPECTOR-011,"[""PF-PERMITAPPLICATION-000004"",""PF-INSPECTION-000004"",""PF-PERMIT-000004"",""PF-CONTRACTOR-000004""]",PF-PERMITAPPLICATION-000004
PF-INSPECTION-000004,Inspection Performed,2023-02-08T07:34:00Z,wf_activity_history,WF-0000002049,PF-INSPECTOR-014,"[""PF-PERMITAPPLICATION-000004"",""PF-INSPECTION-000004"",""PF-PERMIT-000004"",""PF-CONTRACTOR-000004""]",PF-PERMITAPPLICATION-000004
PF-INSPECTION-000004,Inspection Passed,2023-02-09T07:35:00Z,wf_task_history,WF-0000002222,PF-INSPECTOR-002,"[""PF-PERMITAPPLICATION-000004"",""PF-INSPECTION-000004"",""PF-PERMIT-000004"",""PF-CONTRACTOR-000004""]",PF-PERMITAPPLICATION-000004
PF-INSPECTION-000005,Inspection Requested,2023-02-23T07:56:00Z,wf_form_submission,WF-0000004360,PF-INSPECTOR-015,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Scheduled,2023-02-24T07:39:00Z,wf_external_task,WF-0000004531,PF-INSPECTOR-003,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Performed,2023-02-27T08:40:00Z,wf_activity_history,WF-0000004913,PF-INSPECTOR-006,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Failed,2023-02-28T08:06:00Z,wf_message_delivery,WF-0000005113,PF-INSPECTOR-012,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Violation Opened,2023-03-02T11:04:00Z,wf_external_task,WF-0000005676,PF-INSPECTOR-003,"[""PF-PERMITAPPLICATION-000005"",""PF-VIOLATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Violation Remediated,2023-03-03T14:36:00Z,wf_activity_history,WF-0000005932,PF-INSPECTOR-006,"[""PF-PERMITAPPLICATION-000005"",""PF-VIOLATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Requested,2023-03-06T08:00:00Z,wf_form_submission,WF-0000006027,PF-INSPECTOR-015,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Scheduled,2023-03-07T10:24:00Z,wf_external_task,WF-0000006475,PF-INSPECTOR-003,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Performed,2023-03-08T14:10:00Z,wf_activity_history,WF-0000006802,PF-INSPECTOR-006,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000005,Inspection Passed,2023-03-10T08:03:00Z,wf_task_history,WF-0000007159,PF-INSPECTOR-009,"[""PF-PERMITAPPLICATION-000005"",""PF-INSPECTION-000005"",""PF-PERMIT-000005"",""PF-CONTRACTOR-000005""]",PF-PERMITAPPLICATION-000005
PF-INSPECTION-000006,Inspection Requested,2023-02-03T07:34:00Z,wf_form_submission,WF-0000001577,PF-INSPECTOR-007,"[""PF-PERMITAPPLICATION-000006"",""PF-INSPECTION-000006"",""PF-PERMIT-000006"",""PF-CONTRACTOR-000006""]",PF-PERMITAPPLICATION-000006
PF-INSPECTION-000006,Inspection Scheduled,2023-02-06T08:35:00Z,wf_external_task,WF-0000001817,PF-INSPECTOR-010,"[""PF-PERMITAPPLICATION-000006"",""PF-INSPECTION-000006"",""PF-PERMIT-000006"",""PF-CONTRACTOR-000006""]",PF-PERMITAPPLICATION-000006
