case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
PC-PURCHASEREQUISITION-000009,Quality Inspection Started,2023-01-09T21:39:00Z,req_header,APP-0000000574,USR-057,"[""PC-PURCHASEREQUISITION-000009"",""PC-GOODSRECEIPT-000009"",""PC-COSTCENTER-000009""]"
PC-PURCHASEREQUISITION-000005,Return to Supplier Posted,2023-01-10T15:40:00Z,payment_run,APP-0000000635,USR-121,"[""PC-PURCHASEREQUISITION-000005"",""PC-PAYMENTPROPOSAL-000005"",""PC-PURCHASEORDER-000005""]"
PC-PURCHASEREQUISITION-000016,Quality Inspection Started,2023-01-10T18:46:00Z,req_header,APP-0000000646,USR-049,"[""PC-PURCHASEREQUISITION-000016"",""PC-GOODSRECEIPT-000016"",""PC-COSTCENTER-000016""]"
PC-PURCHASEREQUISITION-000013,Quality Inspection Failed,2023-01-10T21:45:00Z,inspection_lot,APP-0000000660,USR-127,"[""PC-PURCHASEREQUISITION-000013"",""PC-INVOICE-000013"",""PC-RFQ-000013""]"
PC-PURCHASEREQUISITION-000015,Quality Inspection Passed,2023-01-10T21:46:00Z,goods_movement_header,APP-0000000661,USR-033,"[""PC-PURCHASEREQUISITION-000015"",""PC-INSPECTIONLOT-000015"",""PC-REQUISITIONITEM-000015""]"
PC-PURCHASEREQUISITION-000026,Goods Receipt Posted,2023-01-11T06:00:00Z,invoice_header,APP-0000000682,USR-089,"[""PC-PURCHASEREQUISITION-000026"",""PC-MATERIAL-000026"",""PC-ACCOUNTINGDOCUMENT-000026""]"
PC-PURCHASEREQUISITION-000023,Quality Inspection Started,2023-01-11T15:00:00Z,req_header,APP-0000000714,USR-041,"[""PC-PURCHASEREQUISITION-000023"",""PC-GOODSRECEIPT-000023"",""PC-COSTCENTER-000023""]"
PC-PURCHASEREQUISITION-000026,Quality Inspection Passed,2023-01-12T06:04:00Z,goods_movement_header,APP-0000000764,USR-093,"[""PC-PURCHASEREQUISITION-000026"",""PC-INSPECTIONLOT-000026"",""PC-REQUISITIONITEM-000026""]"
PC-PURCHASEREQUISITION-000018,Invoice Posted,2023-01-13T06:04:00Z,invoice_header,APP-0000000856,USR-092,"[""PC-PURCHASEREQUISITION-000018"",""PC-RFQ-000018"",""PC-MATERIAL-000018""]"
PC-PURCHASEREQUISITION-000025,PO Item Delivery Completed,2023-01-13T09:08:00Z,req_header,APP-0000000868,USR-081,"[""PC-PURCHASEREQUISITION-000025"",""PC-PAYMENT-000025"",""PC-PURCHASEORDERITEM-000025""]"
PC-PURCHASEREQUISITION-000001,Payment Executed,2023-01-13T15:50:00Z,goods_movement_header,APP-0000000906,USR-067,"[""PC-PURCHASEREQUISITION-000001"",""PC-GOODSRECEIPT-000001"",""PC-COSTCENTER-000001""]"
PC-PURCHASEREQUISITION-000024,Invoice Parked,2023-01-13T18:09:00Z,inspection_lot,APP-0000000907,USR-066,"[""PC-PURCHASEREQUISITION-000024"",""PC-REQUISITIONITEM-000024"",""PC-SUPPLIER-000024""]"
PC-PURCHASEREQUISITION-000044,Quality Inspection Started,2023-01-14T06:21:00Z,req_header,APP-0000000949,USR-017,"[""PC-PURCHASEREQUISITION-000044"",""PC-GOODSRECEIPT-000044"",""PC-COSTCENTER-000044""]"
PC-PURCHASEREQUISITION-000001,Supplier Blocked,2023-01-14T15:01:00Z,payment_run,APP-0000000983,USR-071,"[""PC-PURCHASEREQUISITION-000001"",""PC-ACCOUNTINGDOCUMENT-000001"",""PC-CONTRACT-000001""]"
PC-PURCHASEREQUISITION-000013,Payment Proposal Approved,2023-01-14T21:08:00Z,req_header,APP-0000001007,USR-016,"[""PC-PURCHASEREQUISITION-000013"",""PC-GOODSMOVEMENT-000013"",""PC-PAYMENT-000013""]"
PC-PURCHASEREQUISITION-000055,Goods Receipt Posted,2023-01-14T21:29:00Z,invoice_header,APP-0000001008,USR-074,"[""PC-PURCHASEREQUISITION-000055"",""PC-MATERIAL-000055"",""PC-ACCOUNTINGDOCUMENT-000055""]"
PC-PURCHASEREQUISITION-000012,Payment Executed,2023-01-15T00:08:00Z,goods_movement_header,APP-0000001020,USR-127,"[""PC-PURCHASEREQUISITION-000012"",""PC-GOODSRECEIPT-000012"",""PC-COSTCENTER-000012""]"
PC-PURCHASEREQUISITION-000030,Invoice Changed,2023-01-15T00:17:00Z,accounting_header,APP-0000001021,USR-043,"[""PC-PURCHASEREQUISITION-000030"",""PC-SUPPLIERQUOTATION-000030"",""PC-ADVANCESHIPPINGNOTICE-000030""]"
PC-PURCHASEREQUISITION-000032,Invoice Posted,2023-01-15T00:18:00Z,invoice_header,APP-0000001022,USR-076,"[""PC-PURCHASEREQUISITION-000032"",""PC-RFQ-000032"",""PC-MATERIAL-000032""]"
PC-PURCHASEREQUISITION-000048,Quality Inspection Passed,2023-01-15T00:26:00Z,goods_movement_header,APP-0000001023,USR-086,"[""PC-PURCHASEREQUISITION-000048"",""PC-INSPECTIONLOT-000048"",""PC-REQUISITIONITEM-000048""]"
PC-PURCHASEREQUISITION-000008,Purchase Order Closed,2023-01-15T06:07:00Z,accounting_header,APP-0000001049,USR-062,"[""PC-PURCHASEREQUISITION-000008"",""PC-INVOICEITEM-000008"",""PC-SUPPLIERQUOTATION-000008""]"
PC-PURCHASEREQUISITION-000018,Payment Proposal Created,2023-01-15T06:12:00Z,payment_run,APP-0000001050,USR-100,"[""PC-PURCHASEREQUISITION-000018"",""PC-ADVANCESHIPPINGNOTICE-000018"",""PC-PAYMENTPROPOSAL-000018""]"
PC-PURCHASEREQUISITION-000022,Accounting Document Created,2023-01-15T12:15:00Z,accounting_header,APP-0000001076,USR-040,"[""PC-PURCHASEREQUISITION-000022"",""PC-MATERIAL-000022"",""PC-ACCOUNTINGDOCUMENT-000022""]"
PC-PURCHASEREQUISITION-000026,Invoice Unblocked,2023-01-15T12:17:00Z,inspection_lot,APP-0000001078,USR-106,"[""PC-PURCHASEREQUISITION-000026"",""PC-SCHEDULELINE-000026"",""PC-INVOICE-000026""]"
PC-PURCHASEREQUISITION-000005,Goods Receipt Reversed,2023-01-15T17:14:00Z,accounting_header,APP-0000001091,USR-114,"[""PC-PURCHASEREQUISITION-000005"",""PC-ADVANCESHIPPINGNOTICE-000005"",""PC-PAYMENTPROPOSAL-000005""]"
PC-PURCHASEREQUISITION-000030,Invoice Blocked,2023-01-15T18:20:00Z,goods_movement_header,APP-0000001103,USR-046,"[""PC-PURCHASEREQUISITION-000030"",""PC-PURCHASEORDERITEM-000030"",""PC-INSPECTIONLOT-000030""]"
PC-PURCHASEREQUISITION-000032,Three-Way Match Failed,2023-01-15T18:21:00Z,req_header,APP-0000001104,USR-079,"[""PC-PURCHASEREQUISITION-000032"",""PC-PURCHASEORDER-000032"",""PC-GOODSRECEIPT-000032""]"
