case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
CS-POLICY-000004,Repair Reopened,2023-01-11T12:43:00Z,document_index,DOC-0000000712,INDEXER,"[""CS-POLICY-000004"",""CS-SETTLEMENT-000004""]"
CS-POLICY-000011,Repair Reopened,2023-01-12T09:50:00Z,document_index,DOC-0000000788,INDEXER,"[""CS-POLICY-000011"",""CS-SETTLEMENT-000011"",""CS-INSPECTION-000011""]"
CS-POLICY-000003,Payment Reissued,2023-01-12T15:47:00Z,document_index,DOC-0000000813,INDEXER,"[""CS-POLICY-000003"",""CS-DAMAGEITEM-000003""]"
CS-POLICY-000018,Repair Reopened,2023-01-13T06:04:00Z,document_index,DOC-0000000856,INDEXER,"[""CS-POLICY-000018"",""CS-SETTLEMENT-000018"",""CS-INSPECTION-000018""]"
CS-POLICY-000011,Payment Failed,2023-01-13T09:01:00Z,inbox_message,IN-0000000867,EXTERNAL,"[""CS-POLICY-000011"",""CS-EXPOSURE-000011"",""CS-FRAUDCASE-000011""]"
CS-POLICY-000025,Repair Reopened,2023-01-14T03:11:00Z,document_index,DOC-0000000938,INDEXER,"[""CS-POLICY-000025"",""CS-SETTLEMENT-000025""]"
CS-POLICY-000032,Repair Reopened,2023-01-15T00:18:00Z,document_index,DOC-0000001022,INDEXER,"[""CS-POLICY-000032"",""CS-SETTLEMENT-000032""]"
CS-POLICY-000026,Payment Reissued,2023-01-15T12:17:00Z,document_index,DOC-0000001078,INDEXER,"[""CS-POLICY-000026"",""CS-DAMAGEITEM-000026"",""CS-REPAIRORDER-000026""]"
CS-POLICY-000030,Payment Failed,2023-01-15T18:20:00Z,inbox_message,IN-0000001100,EXTERNAL,"[""CS-POLICY-000030"",""CS-EXPOSURE-000030""]"
CS-POLICY-000039,Repair Reopened,2023-01-15T21:25:00Z,document_index,DOC-0000001112,INDEXER,"[""CS-POLICY-000039"",""CS-SETTLEMENT-000039""]"
CS-POLICY-000005,Payment Failed,2023-01-16T10:00:00Z,inbox_message,IN-0000001164,EXTERNAL,"[""CS-POLICY-000005"",""CS-EXPOSURE-000005"",""CS-FRAUDCASE-000005""]"
CS-POLICY-000005,Payment Reissued,2023-01-16T10:37:00Z,document_index,DOC-0000001165,INDEXER,"[""CS-POLICY-000005"",""CS-DAMAGEITEM-000005""]"
CS-POLICY-000005,Repair Reopened,2023-01-16T11:14:00Z,document_index,DOC-0000001166,INDEXER,"[""CS-POLICY-000005"",""CS-SETTLEMENT-000005""]"
CS-POLICY-000005,Claim Reopened,2023-01-16T11:51:00Z,document_index,DOC-0000001167,INDEXER,"[""CS-POLICY-000005"",""CS-CATASTROPHEEVENT-000005"",""CS-EXPOSURE-000005""]"
CS-POLICY-000012,Claim Reopened,2023-01-16T18:15:00Z,document_index,DOC-0000001194,INDEXER,"[""CS-POLICY-000012"",""CS-CATASTROPHEEVENT-000012"",""CS-EXPOSURE-000012""]"
CS-POLICY-000046,Repair Reopened,2023-01-16T18:32:00Z,document_index,DOC-0000001199,INDEXER,"[""CS-POLICY-000046"",""CS-SETTLEMENT-000046"",""CS-INSPECTION-000046""]"
CS-POLICY-000010,Payment Failed,2023-01-17T01:00:00Z,inbox_message,IN-0000001226,EXTERNAL,"[""CS-POLICY-000010"",""CS-EXPOSURE-000010"",""CS-FRAUDCASE-000010""]"
CS-POLICY-000010,Payment Reissued,2023-01-17T01:37:00Z,document_index,DOC-0000001227,INDEXER,"[""CS-POLICY-000010"",""CS-DAMAGEITEM-000010""]"
