case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
CELLBATCH-000002,Battery Pack Failed Test,2023-01-03T12:10:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000002:0001,USR-043,"[""BV-CELLBATCH-000002"",""BV-WARRANTYCLAIM-000002"",""BV-CERTIFICATE-000002""]"
CELLBATCH-000004,Battery Pack Failed Test,2023-01-03T18:12:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000004:0001,USR-077,"[""BV-CELLBATCH-000004"",""BV-WARRANTYCLAIM-000004"",""BV-CERTIFICATE-000004""]"
CELLBATCH-000006,Battery Pack Failed Test,2023-01-04T00:14:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000006:0001,USR-111,"[""BV-CELLBATCH-000006"",""BV-WARRANTYCLAIM-000006""]"
CELLBATCH-000008,Battery Pack Failed Test,2023-01-04T06:16:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000008:0001,USR-018,"[""BV-CELLBATCH-000008"",""BV-WARRANTYCLAIM-000008""]"
CELLBATCH-000010,Battery Pack Failed Test,2023-01-04T12:18:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000010:0001,USR-052,"[""BV-CELLBATCH-000010"",""BV-WARRANTYCLAIM-000010""]"
CELLBATCH-000012,Battery Pack Failed Test,2023-01-04T18:20:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000012:0001,USR-086,"[""BV-CELLBATCH-000012"",""BV-WARRANTYCLAIM-000012"",""BV-CERTIFICATE-000012""]"
CELLBATCH-000014,Battery Pack Failed Test,2023-01-05T00:22:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000014:0001,USR-120,"[""BV-CELLBATCH-000014"",""BV-WARRANTYCLAIM-000014""]"
CELLBATCH-000016,Battery Pack Failed Test,2023-01-05T06:24:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000016:0001,USR-027,"[""BV-CELLBATCH-000016"",""BV-WARRANTYCLAIM-000016""]"
CELLBATCH-000018,Battery Pack Failed Test,2023-01-05T12:26:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000018:0001,USR-061,"[""BV-CELLBATCH-000018"",""BV-WARRANTYCLAIM-000018""]"
CELLBATCH-000020,Battery Pack Failed Test,2023-01-05T18:28:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000020:0001,USR-095,"[""BV-CELLBATCH-000020"",""BV-WARRANTYCLAIM-000020""]"
CELLBATCH-000022,Battery Pack Failed Test,2023-01-06T00:30:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000022:0001,USR-002,"[""BV-CELLBATCH-000022"",""BV-WARRANTYCLAIM-000022""]"
CELLBATCH-000024,Battery Pack Failed Test,2023-01-06T06:32:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000024:0001,USR-036,"[""BV-CELLBATCH-000024"",""BV-WARRANTYCLAIM-000024"",""BV-CERTIFICATE-000024""]"
CELLBATCH-000026,Battery Pack Failed Test,2023-01-06T12:34:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000026:0001,USR-070,"[""BV-CELLBATCH-000026"",""BV-WARRANTYCLAIM-000026""]"
CELLBATCH-000028,Battery Pack Failed Test,2023-01-06T18:36:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000028:0001,USR-104,"[""BV-CELLBATCH-000028"",""BV-WARRANTYCLAIM-000028"",""BV-CERTIFICATE-000028""]"
CELLBATCH-000030,Battery Pack Failed Test,2023-01-07T00:38:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000030:0001,USR-011,"[""BV-CELLBATCH-000030"",""BV-WARRANTYCLAIM-000030"",""BV-CERTIFICATE-000030""]"
CELLBATCH-000032,Battery Pack Failed Test,2023-01-07T06:40:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000032:0001,USR-045,"[""BV-CELLBATCH-000032"",""BV-WARRANTYCLAIM-000032""]"
CELLBATCH-000034,Battery Pack Failed Test,2023-01-07T12:42:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000034:0001,USR-079,"[""BV-CELLBATCH-000034"",""BV-WARRANTYCLAIM-000034""]"
CELLBATCH-000036,Battery Pack Failed Test,2023-01-07T18:44:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000036:0001,USR-113,"[""BV-CELLBATCH-000036"",""BV-WARRANTYCLAIM-000036""]"
CELLBATCH-000038,Battery Pack Failed Test,2023-01-08T00:46:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000038:0001,USR-020,"[""BV-CELLBATCH-000038"",""BV-WARRANTYCLAIM-000038""]"
CELLBATCH-000040,Battery Pack Failed Test,2023-01-08T06:48:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000040:0001,USR-054,"[""BV-CELLBATCH-000040"",""BV-WARRANTYCLAIM-000040"",""BV-CERTIFICATE-000040""]"
CELLBATCH-000042,Battery Pack Failed Test,2023-01-08T12:50:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000042:0001,USR-088,"[""BV-CELLBATCH-000042"",""BV-WARRANTYCLAIM-000042"",""BV-CERTIFICATE-000042""]"
CELLBATCH-000044,Battery Pack Failed Test,2023-01-08T18:52:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000044:0001,USR-122,"[""BV-CELLBATCH-000044"",""BV-WARRANTYCLAIM-000044""]"
CELLBATCH-000046,Battery Pack Failed Test,2023-01-09T00:01:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000046:0001,USR-029,"[""BV-CELLBATCH-000046"",""BV-WARRANTYCLAIM-000046""]"
CELLBATCH-000002,Firmware Rolled Back,2023-01-09T00:32:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000002:0002,USR-065,"[""BV-CELLBATCH-000002"",""BV-RECYCLINGORDER-000002""]"
CELLBATCH-000048,Battery Pack Failed Test,2023-01-09T06:03:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000048:0001,USR-063,"[""BV-CELLBATCH-000048"",""BV-WARRANTYCLAIM-000048""]"
CELLBATCH-000050,Battery Pack Failed Test,2023-01-09T12:05:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000050:0001,USR-097,"[""BV-CELLBATCH-000050"",""BV-WARRANTYCLAIM-000050""]"
CELLBATCH-000052,Battery Pack Failed Test,2023-01-09T18:07:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000052:0001,USR-004,"[""BV-CELLBATCH-000052"",""BV-WARRANTYCLAIM-000052"",""BV-CERTIFICATE-000052""]"
CELLBATCH-000009,Firmware Rolled Back,2023-01-09T21:39:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000009:0003,USR-057,"[""BV-CELLBATCH-000009"",""BV-RECYCLINGORDER-000009""]"
CELLBATCH-000054,Battery Pack Failed Test,2023-01-10T00:09:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000054:0001,USR-038,"[""BV-CELLBATCH-000054"",""BV-WARRANTYCLAIM-000054"",""BV-CERTIFICATE-000054""]"
CELLBATCH-000056,Battery Pack Failed Test,2023-01-10T06:11:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000056:0001,USR-072,"[""BV-CELLBATCH-000056"",""BV-WARRANTYCLAIM-000056"",""BV-CERTIFICATE-000056""]"
CELLBATCH-000058,Battery Pack Failed Test,2023-01-10T12:13:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000058:0001,USR-106,"[""BV-CELLBATCH-000058"",""BV-WARRANTYCLAIM-000058""]"
CELLBATCH-000060,Battery Pack Failed Test,2023-01-10T18:15:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000060:0001,USR-013,"[""BV-CELLBATCH-000060"",""BV-WARRANTYCLAIM-000060""]"
CELLBATCH-000016,Firmware Rolled Back,2023-01-10T18:46:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000016:0002,USR-049,"[""BV-CELLBATCH-000016"",""BV-RECYCLINGORDER-000016"",""BV-VEHICLE-000016""]"
CELLBATCH-000062,Battery Pack Failed Test,2023-01-11T00:17:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000062:0001,USR-047,"[""BV-CELLBATCH-000062"",""BV-WARRANTYCLAIM-000062""]"
CELLBATCH-000064,Battery Pack Failed Test,2023-01-11T06:19:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000064:0001,USR-081,"[""BV-CELLBATCH-000064"",""BV-WARRANTYCLAIM-000064"",""BV-CERTIFICATE-000064""]"
CELLBATCH-000066,Battery Pack Failed Test,2023-01-11T12:21:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000066:0001,USR-115,"[""BV-CELLBATCH-000066"",""BV-WARRANTYCLAIM-000066""]"
CELLBATCH-000023,Firmware Rolled Back,2023-01-11T15:00:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000023:0002,USR-041,"[""BV-CELLBATCH-000023"",""BV-RECYCLINGORDER-000023""]"
CELLBATCH-000068,Battery Pack Failed Test,2023-01-11T18:23:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000068:0001,USR-022,"[""BV-CELLBATCH-000068"",""BV-WARRANTYCLAIM-000068"",""BV-CERTIFICATE-000068""]"
CELLBATCH-000070,Battery Pack Failed Test,2023-01-12T00:25:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000070:0001,USR-056,"[""BV-CELLBATCH-000070"",""BV-WARRANTYCLAIM-000070""]"
CELLBATCH-000030,Firmware Installation Failed,2023-01-12T06:06:00Z,sat_diagnostic_result,sat_diagnostic_result:BV-CELLBATCH-000030:0002,USR-032,"[""BV-CELLBATCH-000030"",""BV-SECONDLIFESYSTEM-000030""]"
CELLBATCH-000072,Battery Pack Failed Test,2023-01-12T06:27:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000072:0001,USR-090,"[""BV-CELLBATCH-000072"",""BV-WARRANTYCLAIM-000072""]"
CELLBATCH-000030,Firmware Rolled Back,2023-01-12T12:07:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000030:0002,USR-033,"[""BV-CELLBATCH-000030"",""BV-RECYCLINGORDER-000030"",""BV-VEHICLE-000030""]"
CELLBATCH-000074,Battery Pack Failed Test,2023-01-12T12:29:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000074:0001,USR-124,"[""BV-CELLBATCH-000074"",""BV-WARRANTYCLAIM-000074""]"
CELLBATCH-000076,Battery Pack Failed Test,2023-01-12T18:31:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000076:0001,USR-031,"[""BV-CELLBATCH-000076"",""BV-WARRANTYCLAIM-000076"",""BV-CERTIFICATE-000076""]"
CELLBATCH-000078,Battery Pack Failed Test,2023-01-13T00:33:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000078:0001,USR-065,"[""BV-CELLBATCH-000078"",""BV-WARRANTYCLAIM-000078"",""BV-CERTIFICATE-000078""]"
CELLBATCH-000080,Battery Pack Failed Test,2023-01-13T06:35:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000080:0001,USR-099,"[""BV-CELLBATCH-000080"",""BV-WARRANTYCLAIM-000080"",""BV-CERTIFICATE-000080""]"
CELLBATCH-000037,Firmware Rolled Back,2023-01-13T09:14:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000037:0002,USR-025,"[""BV-CELLBATCH-000037"",""BV-RECYCLINGORDER-000037"",""BV-VEHICLE-000037""]"
CELLBATCH-000082,Battery Pack Failed Test,2023-01-13T12:37:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000082:0001,USR-006,"[""BV-CELLBATCH-000082"",""BV-WARRANTYCLAIM-000082"",""BV-CERTIFICATE-000082""]"
CELLBATCH-000084,Battery Pack Failed Test,2023-01-13T18:39:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000084:0001,USR-040,"[""BV-CELLBATCH-000084"",""BV-WARRANTYCLAIM-000084"",""BV-CERTIFICATE-000084""]"
CELLBATCH-000086,Battery Pack Failed Test,2023-01-14T00:41:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000086:0001,USR-074,"[""BV-CELLBATCH-000086"",""BV-WARRANTYCLAIM-000086"",""BV-CERTIFICATE-000086""]"
CELLBATCH-000044,Firmware Rolled Back,2023-01-14T06:21:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000044:0002,USR-017,"[""BV-CELLBATCH-000044"",""BV-RECYCLINGORDER-000044""]"
CELLBATCH-000088,Battery Pack Failed Test,2023-01-14T06:43:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000088:0001,USR-108,"[""BV-CELLBATCH-000088"",""BV-WARRANTYCLAIM-000088""]"
CELLBATCH-000090,Battery Pack Failed Test,2023-01-14T12:45:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000090:0001,USR-015,"[""BV-CELLBATCH-000090"",""BV-WARRANTYCLAIM-000090""]"
CELLBATCH-000092,Battery Pack Failed Test,2023-01-14T18:47:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000092:0001,USR-049,"[""BV-CELLBATCH-000092"",""BV-WARRANTYCLAIM-000092"",""BV-CERTIFICATE-000092""]"
CELLBATCH-000094,Battery Pack Failed Test,2023-01-15T00:49:00Z,sat_shipment_status,sat_shipment_status:BV-CELLBATCH-000094:0001,USR-083,"[""BV-CELLBATCH-000094"",""BV-WARRANTYCLAIM-000094"",""BV-CERTIFICATE-000094""]"
CELLBATCH-000051,Firmware Rolled Back,2023-01-15T03:28:00Z,sat_service_status,sat_service_status:BV-CELLBATCH-000051:0002,USR-009,"[""BV-CELLBATCH-000051"",""BV-RECYCLINGORDER-000051""]"
